GCF_000511955.1|WP_035143258.1 [Schnuerera ultunensis]
GCF_017313085.1|WP_206942588.1 [Roseibium limicola]
GCF_017313085.1|WP_206943793.1 [Roseibium limicola]
GCF_018424625.1|WP_213215063.1 [Roseibium polysiphoniae]
GCF_018424625.1|WP_213217118.1 [Roseibium polysiphoniae]
GCF_019285595.1|WP_218814519.1 [Rickettsiella endosymbiont
GCF_024006985.1|WP_252742205.1 [Robiginitalea marina]
GCF_025000125.1|WP_259550849.1 [Roseibacterium beibuensis]
GCF_030159095.1|WP_284352132.1 [Roseisolibacter agri]
GCF_900111145.1|WP_090256649.1 [Roseivirga pacifica]
GCF_900111145.1|WP_090259919.1 [Roseivirga pacifica]
GCF_900142725.1|WP_073010353.1 [Roseibium suaedae]
GCF_900142725.1|WP_073010356.1 [Roseibium suaedae]
GCF_900142725.1|WP_073014183.1 [Roseibium suaedae]
GCF_900182805.1|WP_155190898.1 [Roseibium denhamense]
GCF_900182805.1|WP_341873536.1 [Roseibium denhamense]
GCF_900243065.1|WP_103896841.1 [Rickettsia fournieri]
GCF_900499075.1|WP_121093119.1 [Roseibaca ekhonensis]
GCF_918308855.1|WP_007549156.1 protein [Rickettsiales]
GCF_918308855.1|WP_253307275.1 protein [Rickettsiales]
GCF_918308855.1|WP_253307758.1 protein [unclassified
GCF_918308855.1|WP_253308083.1 protein [unclassified
GCF_918308855.1|WP_253308085.1 protein [unclassified
GCF_918308855.1|WP_253309210.1 protein [Rickettsiales]
GCF_918308855.1|WP_253309591.1 protein [Rickettsiales]
GCF_918308855.1|WP_253309773.1 [Rickettsia endosymbiont
GCF_000378125.1|WP_018971462.1 [Rudaea cellulosilytica]
GCF_000423565.1|WP_028667333.1 [Runella zeae]
GCF_000768555.3|WP_037268601.1 [Roseovarius mucosus]
GCF_001078055.1|WP_048922399.1 [Rufibacter radiotolerans]
GCF_001647275.1|WP_066832954.1 protein [Rufibacter]
GCF_002257665.1|WP_094545176.1 [Rubricoccus marinus]
GCF_002257665.1|WP_094546028.1 [Rubricoccus marinus]
GCF_002257665.1|WP_094548494.1 [Rubricoccus marinus]
GCF_002257665.1|WP_094550770.1 [Rubricoccus marinus]
GCF_002283365.1|WP_218830561.1 [Rubrivirga marina]
GCF_002925845.1|WP_104019480.1 [Roseovarius nitratireducens]
GCF_003063625.1|WP_108602889.1 [Saccharobesus litoralis]
GCF_003721515.1|WP_123128356.1 [Rufibacter latericius]
GCF_008271745.1|WP_149100165.1 [Rufibacter glacialis]
GCF_009380215.1|WP_152837641.1 [Rugamonas aquatica]
GCF_014138425.1|WP_066832954.1 protein [Rufibacter]
GCF_017355955.1|WP_207436223.1 [Sabulibacter ruber]
GCF_024436355.1|WP_186638330.1 [Rufibacter sediminis]
GCF_028885395.1|WP_050661054.1 [Roseovarius tolerans]
GCF_900115165.1|WP_092839303.1 [Roseovarius lutimaris]
GCF_900142665.1|WP_073033306.1 [Roseovarius pacificus]
GCF_000378185.1|WP_332307932.1 [Salinimonas chungwhensis]
GCF_000419585.1|WP_211214088.1 [Salisaeta longa]
GCF_000423585.1|WP_029035999.1 [Salinimicrobium xinjiangense]
GCF_000423585.1|WP_029037902.1 [Salinimicrobium xinjiangense]
GCF_000424665.1|WP_029035792.1 [Salinimicrobium terrae]
GCF_000429045.1|WP_043540103.1 [Salinarimonas rosea]
GCF_001443605.1|WP_057952402.1 [Salinivirga cyanobacteriivorans]
GCF_001752425.1|WP_070053648.1 [Salegentibacter salarius]
GCF_001752425.1|WP_070053650.1 [Salegentibacter salarius]
GCF_001752425.1|WP_070054026.1 [Salegentibacter salarius]
GCF_001953055.1|WP_075995294.1 [Salaquimonas pukyongi]
GCF_001953055.1|WP_075998029.1 [Salaquimonas pukyongi]
GCF_002078605.1|WP_081209243.1 [Salegentibacter sediminis]
GCF_002078605.1|WP_081210644.1 [Salegentibacter sediminis]
GCF_002094885.1|WP_084861022.1 [Salibaculum halophilum]
GCF_002251755.1|WP_094474472.1 [Sandarakinorhabdus cyanobacteriorum]
GCF_002894645.1|WP_103019810.1 [Salinibacter altiplanensis]
GCF_003577475.1|WP_119394235.1 [Salinibius halmophilus]
GCF_004358105.1|WP_227544697.1 [Sapientia aquatica]
GCF_004358105.1|WP_227544747.1 [Sapientia aquatica]
GCF_005222225.1|WP_137166274.1 [Salinimonas lutimaris]
GCF_006385875.1|WP_140928211.1 [Sandaracinobacter neustonicus]
GCF_008386575.1|WP_149816918.1 [Salinarimonas soli]
GCF_009733735.1|WP_235902728.1 [Sandarakinorhabdus oryzae]
GCF_011927795.1|WP_167960157.1 [Saonia flava]
GCF_014117445.1|WP_182295985.1 [Sandaracinobacteroides saxicola]
GCF_016236975.1|WP_198629261.1 [Salegentibacter maritimus]
GCF_016464365.1|WP_199555383.1 [Sandaracinobacteroides hominis]
GCF_016464365.1|WP_199555921.1 [Sandaracinobacteroides hominis]
GCF_020164485.1|WP_224473366.1 [Salegentibacter tibetensis]
GCF_020164485.1|WP_224473394.1 [Salegentibacter tibetensis]
GCF_020164555.1|WP_224470981.1 [Salegentibacter lacus]
GCF_020310005.1|WP_225571721.1 [Salegentibacter mishustinae]
GCF_020310005.1|WP_225571806.1 [Salegentibacter mishustinae]
GCF_020866905.1|WP_228912829.1 [Salinimicrobium sediminilitoris]
GCF_020866905.1|WP_228912830.1 [Salinimicrobium sediminilitoris]
GCF_900102915.1|WP_093113331.1 [Salinimicrobium catena]
GCF_900102915.1|WP_093113743.1 [Salinimicrobium catena]
GCF_900102915.1|WP_093114538.1 [Salinimicrobium catena]
GCF_900129445.1|WP_072878943.1 [Salegentibacter echinorum]
GCF_900129445.1|WP_072880886.1 [Salegentibacter echinorum]
GCF_900142975.1|WP_079734591.1 [Salegentibacter salegens]
GCF_900168045.1|WP_079720703.1 [Salegentibacter holothuriorum]
GCF_900168045.1|WP_079721281.1 [Salegentibacter holothuriorum]
GCF_900168045.1|WP_079721284.1 [Salegentibacter holothuriorum]
GCF_900168045.1|WP_079721301.1 [Salegentibacter holothuriorum]
GCF_900215295.1|WP_097055499.1 [Salinimicrobium sediminis]
GCF_900215295.1|WP_097055571.1 [Salinimicrobium sediminis]
GCF_000374045.1|WP_018614417.1 [Segetibacter koreensis]
GCF_003386195.1|WP_116524144.1 [Seonamhaeicola aphaedonensis]
GCF_003386195.1|WP_220340248.1 [Seonamhaeicola aphaedonensis]
GCF_003457605.1|WP_117953723.1 [Seongchinamella sediminis]
GCF_004354085.1|WP_338054597.1 [Seongchinamella unica]
GCF_004361915.1|WP_133473352.1 [Sediminibacterium goheungense]
GCF_007004545.3|WP_142874975.1 protein [Shewanella]
GCF_007197645.1|WP_143563870.1 [Shewanella hanedai]
GCF_007827295.1|WP_132874436.1 [Seleniivibrio woodruffii]
GCF_007830175.1|WP_145086919.1 [Sedimentibacter saalensis]
GCF_007991655.1|WP_147201530.1 [Segetibacter aerophilus]
GCF_007997385.1|WP_147134493.1 [Seonamhaeicola algicola]
GCF_008056315.1|WP_147766360.1 [Seonamhaeicola maritimus]
GCF_008056315.1|WP_147768118.1 [Seonamhaeicola maritimus]
GCF_008056315.1|WP_147770007.1 [Seonamhaeicola maritimus]
GCF_008085455.1|WP_148540248.1 [Seonamhaeicola marinus]
GCF_008085455.1|WP_148541652.1 [Seonamhaeicola marinus]
GCF_008085455.1|WP_148542663.1 [Seonamhaeicola marinus]
GCF_008085455.1|WP_148545229.1 [Seonamhaeicola marinus]
GCF_009600605.1|WP_312861405.1 [Segnochrobactrum spirostomi]
GCF_013403245.1|WP_179237621.1 [Sedimentibacter hydroxybenzoicus]
GCF_020511155.1|WP_226415870.1 [Shewanella glacialimarina]
GCF_023283885.1|WP_248972476.1 [Shewanella basaltis]
GCF_023284065.1|WP_248995943.1 [Shewanella gaetbuli]
GCF_000091325.1|WP_013051370.1 [Shewanella violacea]
GCF_000346065.1|WP_010968460.1 [Sinorhizobium meliloti]
GCF_000346065.1|WP_010969264.1 [Sinorhizobium meliloti]
GCF_000576635.1|WP_245613159.1 [Skermanella stibiiresistens]
GCF_000941055.1|WP_044637538.1 [Siansivirga zeaxanthinifaciens]
GCF_000941055.1|WP_044639436.1 [Siansivirga zeaxanthinifaciens]
GCF_001651865.1|WP_064241905.1 [Sinorhizobium glycinis]
GCF_001651875.1|WP_066867934.1 [Sinorhizobium saheli]
GCF_001651875.1|WP_066879930.1 [Sinorhizobium saheli]
GCF_001889105.1|WP_064252393.1 [Sinorhizobium americanum]
GCF_002005305.1|WP_335695441.1 [Shewanella psychrophila]
GCF_002288525.1|WP_034855945.1 [Sinorhizobium sojae]
GCF_003177055.1|WP_014329073.1 [Sinorhizobium fredii]
GCF_003797885.1|WP_124016186.1 [Shewanella vesiculosa]
GCF_003855395.1|WP_124731388.1 [Shewanella livingstonensis]
GCF_003970735.1|WP_109758840.1 [Silicimonas algicola]
GCF_004123295.1|WP_129207087.1 [Silvibacterium dinghuense]
GCF_004123295.1|WP_129209637.1 [Silvibacterium dinghuense]
GCF_004123295.1|WP_204520153.1 [Silvibacterium dinghuense]
GCF_004295345.1|WP_242620311.1 [Shewanella maritima]
GCF_004328075.1|WP_131310420.1 [Siculibacillus lacustris]
GCF_004341885.1|WP_133036099.1 [Shinella granuli]
GCF_007197555.1|WP_144046493.1 [Shewanella psychropiezotolerans]
GCF_007995215.1|WP_147127011.1 [Shimia ponticola]
GCF_007995215.1|WP_346722157.1 [Shimia ponticola]
GCF_008843145.1|WP_158045806.1 [Skermanella pratensis]
GCF_008843145.1|WP_158047867.1 [Skermanella pratensis]
GCF_008932245.1|WP_069459013.1 [Sinorhizobium alkalisoli]
GCF_009827055.1|WP_160861204.1 [Shinella kummerowiae]
GCF_013283645.1|WP_173513346.1 [Sinorhizobium psoraleae]
GCF_013488225.1|WP_180939823.1 [Sinorhizobium mexicanum]
GCF_014202765.1|WP_184099299.1 [Silvimonas terrae]
GCF_014202765.1|WP_184101847.1 [Silvimonas terrae]
GCF_014203155.1|WP_184145933.1 [Shinella fusca]
GCF_014648315.1|WP_188956720.1 [Shewanella ulleungensis]
GCF_014648315.1|WP_188956722.1 [Shewanella ulleungensis]
GCF_014648335.1|WP_160053804.1 [Shewanella litoralis]
GCF_016428595.1|WP_199114927.1 [Snuella sedimenti]
GCF_016765655.2|WP_202683663.1 [Skermanella mucosa]
GCF_016806835.2|WP_203098592.1 [Skermanella rosea]
GCF_016806835.2|WP_203103468.1 [Skermanella rosea]
GCF_017874595.1|WP_209602604.1 [Sinorhizobium kostiense]
GCF_017874595.1|WP_209605298.1 [Sinorhizobium kostiense]
GCF_019457885.1|WP_220111605.1 [Shewanella nanhaiensis]
GCF_021183825.1|WP_233031184.1 [Sinomicrobium kalidii]
GCF_021654335.1|WP_237248002.1 [Sideroxyarcus emersonii]
GCF_023283765.1|WP_011788817.1 protein [Shewanella]
GCF_025402875.1|WP_014610876.1 protein [Shewanella]
GCF_025656855.1|WP_244766116.1 protein [Shinella]
GCF_028750675.1|WP_238107716.1 [Shewanella metallivivens]
GCF_030064585.1|WP_004435543.1 protein [Sinorhizobium]
GCF_900112745.1|WP_058241518.1 [Shimia marina]
GCF_900119185.1|WP_072316805.1 [Sinomicrobium oceani]
GCF_900119185.1|WP_072318193.1 [Sinomicrobium oceani]
GCF_000264945.2|WP_007686222.1 [Sphingobium indicum]
GCF_000264945.2|WP_007687470.1 [Sphingobium indicum]
GCF_000264945.2|WP_007688776.1 [Sphingobium indicum]
GCF_000264945.2|WP_007689499.1 protein [Sphingobium]
GCF_000264945.2|WP_025771403.1 [Sphingobium indicum]
GCF_000264945.2|WP_233431901.1 [Sphingobium indicum]
GCF_000382285.1|WP_020649880.1 [Solimonas variicoloris]
GCF_000412635.1|WP_022682429.1 [Sphingobium bisphenolivorans]
GCF_000412635.1|WP_022682804.1 [Sphingobium bisphenolivorans]
GCF_000412635.1|WP_037504459.1 [Sphingobium bisphenolivorans]
GCF_000416985.1|WP_021070656.1 [Sphingobacterium paucimobilis]
GCF_000416985.1|WP_235049520.1 [Sphingobacterium paucimobilis]
GCF_000445065.1|WP_030539174.1 protein [Sphingobium]
GCF_000445105.1|WP_021225432.1 [Sphingobium lactosutens]
GCF_000445105.1|WP_021225462.1 [Sphingobium lactosutens]
GCF_000445105.1|WP_021228758.1 [Sphingobium lactosutens]
GCF_000445105.1|WP_269078216.1 [Sphingobium lactosutens]
GCF_000447205.1|WP_021317733.1 [Sphingobium ummariense]
GCF_000447205.1|WP_031295433.1 [Sphingobium ummariense]
GCF_000711715.1|WP_084184231.1 [Sphingomonas astaxanthinifaciens]
GCF_000711715.1|WP_245605161.1 [Sphingomonas astaxanthinifaciens]
GCF_000722875.1|WP_037448678.1 [Sphingobium chlorophenolicum]
GCF_000722875.1|WP_037452786.1 [Sphingobium chlorophenolicum]
GCF_000974765.1|WP_046348213.1 [Sphingomonas changbaiensis]
GCF_001005725.1|WP_269748610.1 [Sphingobium chungbukense]
GCF_001046645.1|WP_244884428.1 [Sphingobium cupriresistens]
GCF_001483135.1|WP_059066896.1 [Solirubrum puertoriconensis]
GCF_001598335.1|WP_062734620.1 partial [Sphingobium
GCF_001598335.1|WP_083951219.1 [Sphingobium abikonense]
GCF_001598355.1|WP_066804987.1 [Sphingomonas asaccharolytica]
GCF_001598355.1|WP_066806192.1 [Sphingomonas asaccharolytica]
GCF_001598355.1|WP_066812622.1 [Sphingomonas asaccharolytica]
GCF_001598355.1|WP_084238541.1 [Sphingomonas asaccharolytica]
GCF_001598535.1|WP_037463073.1 [Sphingobium herbicidovorans]
GCF_001598535.1|WP_081570361.1 [Sphingobium herbicidovorans]
GCF_002020805.1|WP_078487028.1 [Solemya velesiana
GCF_002091475.1|WP_084583782.1 [Sphingomonas azotifigens]
GCF_002091475.1|WP_245824515.1 [Sphingomonas azotifigens]
GCF_002091475.1|WP_281252175.1 [Sphingomonas azotifigens]
GCF_002288285.1|WP_017181086.1 protein [Sphingobium]
GCF_002288285.1|WP_017182930.1 protein [Sphingobium]
GCF_002288285.1|WP_017183184.1 protein [Sphingobium]
GCF_002288285.1|WP_017183770.1 protein [Sphingobium]
GCF_002288285.1|WP_017183813.1 protein [Sphingobium]
GCF_002288285.1|WP_081490909.1 protein [Sphingobium]
GCF_002288285.1|WP_095686745.1 [Sphingobium xenophagum]
GCF_002288285.1|WP_174703644.1 protein [Sphingobium]
GCF_002374855.1|WP_066708655.1 [Sphingomonas adhaesiva]
GCF_002374855.1|WP_066711280.1 protein [Sphingomonas]
GCF_002374855.1|WP_066711738.1 protein [Sphingomonas]
GCF_002374855.1|WP_255266825.1 [Sphingomonas adhaesiva]
GCF_002504085.1|WP_017502372.1 [Sphingobium yanoikuyae]
GCF_002504085.1|WP_097384759.1 protein [Sphingobium]
GCF_002504085.1|WP_097384961.1 [Sphingobium yanoikuyae]
GCF_002504085.1|WP_097385457.1 [Sphingobium yanoikuyae]
GCF_002504085.1|WP_235654686.1 [Sphingobium yanoikuyae]
GCF_002976435.1|WP_105530570.1 [Solimicrobium silvestre]
GCF_003046295.1|WP_031439858.1 protein [Sphingomonas]
GCF_003046295.1|WP_107930931.1 [Sphingomonas aerolata]
GCF_003046295.1|WP_338110814.1 [Sphingomonas aerolata]
GCF_003050705.1|WP_107956294.1 [Sphingomonas aurantiaca]
GCF_003050705.1|WP_107956725.1 [Sphingomonas aurantiaca]
GCF_003050705.1|WP_107957848.1 [Sphingomonas aurantiaca]
GCF_003050705.1|WP_244185147.1 [Sphingomonas aurantiaca]
GCF_003345355.1|WP_114686450.1 [Sphingomonas aracearum]
GCF_003345355.1|WP_114687880.1 [Sphingomonas aracearum]
GCF_003345355.1|WP_114688049.1 [Sphingomonas aracearum]
GCF_003590775.1|WP_119759615.1 [Sphingomonas cavernae]
GCF_003590775.1|WP_119760190.1 [Sphingomonas cavernae]
GCF_003590775.1|WP_119761628.1 [Sphingomonas cavernae]
GCF_003590775.1|WP_119762814.1 [Sphingomonas cavernae]
GCF_003590775.1|WP_119764318.1 [Sphingomonas cavernae]
GCF_003590775.1|WP_238475415.1 [Sphingomonas cavernae]
GCF_003590775.1|WP_274378989.1 [Sphingomonas cavernae]
GCF_003591655.1|WP_119743651.1 [Sphingobium terrigena]
GCF_003591655.1|WP_119744182.1 [Sphingobium terrigena]
GCF_003591655.1|WP_119745840.1 [Sphingobium terrigena]
GCF_003591655.1|WP_119747870.1 [Sphingobium terrigena]
GCF_003946885.1|WP_125611062.1 [Specibacter cremeus]
GCF_003967075.1|WP_066699832.1 [Sphingobium amiense]
GCF_003967075.1|WP_066702723.1 [Sphingobium amiense]
GCF_004005485.1|WP_127689987.1 [Sphingobium algorifonticola]
GCF_004005485.1|WP_127690071.1 [Sphingobium algorifonticola]
GCF_004005485.1|WP_277601354.1 [Sphingobium algorifonticola]
GCF_004122115.1|WP_129404663.1 [Sphingobium fluviale]
GCF_004122115.1|WP_129404888.1 [Sphingobium fluviale]
GCF_004363245.1|WP_133584339.1 [Sphingobacterium yanglingense]
GCF_004363245.1|WP_246032665.1 [Sphingobacterium yanglingense]
GCF_004364125.1|WP_133642024.1 [Sphingobacterium paludis]
GCF_004421025.1|WP_134433069.1 [Sphingobacterium psychroaquaticum]
GCF_005144715.1|WP_136941429.1 [Sphingomonas baiyangensis]
GCF_005144715.1|WP_136941505.1 [Sphingomonas baiyangensis]
GCF_008710165.1|WP_150424780.1 [Sphingobium limneticum]
GCF_008710165.1|WP_150426314.1 [Sphingobium limneticum]
GCF_009829075.1|WP_159633240.1 [Sphingobacterium composti
GCF_009829085.1|WP_160068088.1 [Sphingobacterium bovisgrunnientis]
GCF_011067135.1|WP_166254036.1 [Solimonas terrae]
GCF_011316935.1|WP_166335386.1 [Sphingobacterium chungjuense]
GCF_011762025.1|WP_167303964.1 [Sphingobium vermicomposti]
GCF_012035195.1|WP_239024591.1 [Sphingomonas corticis]
GCF_012035195.1|WP_338057302.1 [Sphingomonas corticis]
GCF_012927105.1|WP_169570562.1 [Sphingobium psychrophilum]
GCF_012927105.1|WP_169570939.1 [Sphingobium psychrophilum]
GCF_012927105.1|WP_169571673.1 [Sphingobium psychrophilum]
GCF_012927105.1|WP_169571899.1 [Sphingobium psychrophilum]
GCF_012927105.1|WP_169572166.1 [Sphingobium psychrophilum]
GCF_013410775.1|WP_179635548.1 [Sphaerotilus montanus]
GCF_013778325.1|WP_160362738.1 [Sphingomonas chungangi]
GCF_014196495.1|WP_188073505.1 [Sphingobium jiangsuense]
GCF_014196495.1|WP_246343733.1 [Sphingobium jiangsuense]
GCF_014196635.1|WP_183953613.1 [Sphingobium fontiphilum]
GCF_014196635.1|WP_183955281.1 [Sphingobium fontiphilum]
GCF_014197035.1|WP_004208919.1 protein [Sphingobium]
GCF_014197035.1|WP_188080315.1 [Sphingobium scionense]
GCF_014197035.1|WP_188081972.1 [Sphingobium scionense]
GCF_014197035.1|WP_188082249.1 [Sphingobium scionense]
GCF_014197035.1|WP_188082999.1 [Sphingobium scionense]
GCF_014197035.1|WP_188083774.1 [Sphingobium scionense]
GCF_014199215.1|WP_184014271.1 [Sphingobium boeckii]
GCF_014199215.1|WP_184016247.1 [Sphingobium boeckii]
GCF_014199215.1|WP_184016353.1 [Sphingobium boeckii]
GCF_014199215.1|WP_184021113.1 [Sphingobium boeckii]
GCF_014199435.1|WP_184080267.1 [Sphingobium subterraneum]
GCF_014199625.1|WP_184111165.1 [Sphingomonas abaci]
GCF_014203955.1|WP_184150708.1 [Sphingobium lignivorans]
GCF_014203955.1|WP_184155081.1 [Sphingobium lignivorans]
GCF_014203955.1|WP_184156311.1 [Sphingobium lignivorans]
GCF_014358075.1|WP_187502642.1 [Sphingomonas albertensis]
GCF_014358075.1|WP_187504455.1 [Sphingomonas albertensis]
GCF_014358075.1|WP_268933084.1 [Sphingomonas albertensis]
GCF_014358075.1|WP_328805554.1 [Sphingomonas albertensis]
GCF_014644335.1|WP_094258765.1 [Sphingobacterium soli]
GCF_015074805.1|WP_007689499.1 protein [Sphingobium]
GCF_015074805.1|WP_025550554.1 [Sphingobium fuliginis]
GCF_015074805.1|WP_037482640.1 protein [Sphingobium]
GCF_015210005.1|WP_196934937.1 [Sphingobacterium hungaricum]
GCF_016725645.1|WP_081454866.1 [Sphingobacterium spiritivorum]
GCF_016725645.1|WP_172462543.1 [Sphingobacterium spiritivorum]
GCF_016743815.1|WP_202093567.1 [Sphingomonas aliaeris]
GCF_016746095.1|WP_202105034.1 [Sphingobacterium faecale]
GCF_016820445.1|WP_203309366.1 [Sphingomonas beigongshangi]
GCF_016820445.1|WP_203310655.1 protein [Sphingomonas]
GCF_017908035.1|WP_210354653.1 [Sphingobacterium tabacisoli]
GCF_018286635.1|WP_212607889.1 [Sphingobium phenoxybenzoativorans]
GCF_018286635.1|WP_212608953.1 [Sphingobium phenoxybenzoativorans]
GCF_018286635.1|WP_212609401.1 [Sphingobium phenoxybenzoativorans]
GCF_018286635.1|WP_212609583.1 [Sphingobium phenoxybenzoativorans]
GCF_018286635.1|WP_212609717.1 [Sphingobium phenoxybenzoativorans]
GCF_018286635.1|WP_212609941.1 [Sphingobium phenoxybenzoativorans]
GCF_018603885.1|WP_214624190.1 [Sphingobium nicotianae]
GCF_018603885.1|WP_214625430.1 [Sphingobium nicotianae]
GCF_019429485.1|WP_219747165.1 [Sphingomonas citri]
GCF_019429485.1|WP_219748658.1 [Sphingomonas citri]
GCF_019737615.1|WP_221712630.1 [Sphingobium xanthum]
GCF_019737615.1|WP_221714999.1 [Sphingobium xanthum]
GCF_019737615.1|WP_281422180.1 [Sphingobium xanthum]
GCF_019880585.1|WP_222988066.1 [Sphingomonas colocasiae]
GCF_019880585.1|WP_222989407.1 [Sphingomonas colocasiae]
GCF_019880585.1|WP_222991689.1 [Sphingomonas colocasiae]
GCF_020782245.1|WP_228226192.1 [Sphingobium soli]
GCF_021391395.1|WP_233784880.1 [Sphingomonas cannabina]
GCF_022627575.1|WP_241791191.1 [Sphingobacterium rhinopitheci]
GCF_022760365.1|WP_147035083.1 [Sphingomonas aquatilis]
GCF_022760365.1|WP_147037392.1 [Sphingomonas aquatilis]
GCF_022760365.1|WP_147037433.1 [Sphingomonas aquatilis]
GCF_023516455.1|WP_249902604.1 [Sphingomonas caseinilyticus]
GCF_023516455.1|WP_249902886.1 [Sphingomonas caseinilyticus]
GCF_023516505.1|WP_249914339.1 [Sphingomonas brevis]
GCF_023516505.1|WP_249914372.1 [Sphingomonas brevis]
GCF_023516555.1|WP_249846435.1 [Sphingomonas alba]
GCF_023516555.1|WP_283938388.1 [Sphingomonas alba]
GCF_024721585.1|WP_245111251.1 [Sphingomicrobium aestuariivivum]
GCF_024721605.1|WP_260482667.1 [Sphingomicrobium flavum]
GCF_024721605.1|WP_260484464.1 [Sphingomicrobium flavum]
GCF_025370095.1|WP_187760227.1 [Sphingomonas alpina]
GCF_025370095.1|WP_187762233.1 [Sphingomonas alpina]
GCF_025370095.1|WP_187762447.1 [Sphingomonas alpina]
GCF_900102275.1|WP_235903858.1 [Sphingomonas carotinifaciens]
GCF_900116225.1|WP_093367185.1 [Sphingobacterium wenxiniae]
GCF_900156335.1|WP_076458992.1 [Sphaerotilus natans]
GCF_900168125.1|WP_079644458.1 [Sphingobacterium nematocida]
GCF_000013985.1|WP_011541044.1 [Sphingopyxis alaskensis]
GCF_000013985.1|WP_011541286.1 [Sphingopyxis alaskensis]
GCF_000013985.1|WP_041383193.1 [Sphingopyxis alaskensis]
GCF_000013985.1|WP_084764735.1 [Sphingopyxis alaskensis]
GCF_000013985.1|WP_322785227.1 [Sphingopyxis alaskensis]
GCF_000241465.1|WP_010407049.1 protein [Sphingomonas]
GCF_000241465.1|WP_010407422.1 [Sphingomonas echinoides]
GCF_000371765.1|WP_017977257.1 protein [Sphingomonas]
GCF_000371765.1|WP_017977293.1 protein [Sphingomonas]
GCF_000371765.1|WP_017978729.1 protein [Sphingomonas]
GCF_000371765.1|WP_017980612.1 protein [Sphingomonas]
GCF_000427645.1|WP_028966823.1 [Sphingomonas phyllosphaerae]
GCF_000427645.1|WP_028967240.1 [Sphingomonas phyllosphaerae]
GCF_000427645.1|WP_037489883.1 [Sphingomonas phyllosphaerae]
GCF_000764535.1|WP_038659575.1 [Sphingomonas taxi]
GCF_000764535.1|WP_038661644.1 [Sphingomonas taxi]
GCF_000764535.1|WP_038665952.1 [Sphingomonas taxi]
GCF_000764535.1|WP_281177480.1 [Sphingomonas taxi]
GCF_000787715.1|WP_042484031.1 protein [Sphingomonas]
GCF_000803645.1|WP_039574940.1 [Sphingopyxis fribergensis]
GCF_000803645.1|WP_039576504.1 [Sphingopyxis fribergensis]
GCF_000803645.1|WP_228383805.1 [Sphingopyxis fribergensis]
GCF_000935025.1|WP_044331007.1 [Sphingomonas hengshuiensis]
GCF_000935025.1|WP_044333422.1 [Sphingomonas hengshuiensis]
GCF_000935025.1|WP_044335045.1 [Sphingomonas hengshuiensis]
GCF_000935025.1|WP_044335296.1 [Sphingomonas hengshuiensis]
GCF_000935025.1|WP_227698599.1 [Sphingomonas hengshuiensis]
GCF_001314325.1|WP_054724084.1 [Sphingopyxis macrogoltabida]
GCF_001314325.1|WP_054724846.1 [Sphingopyxis macrogoltabida]
GCF_001314325.1|WP_054728312.1 [Sphingopyxis macrogoltabida]
GCF_001314325.1|WP_054730952.1 [Sphingopyxis macrogoltabida]
GCF_001591005.1|WP_061779268.1 [Sphingomonas sanguinis]
GCF_001591025.1|WP_066793399.1 [Sphingomonas soli]
GCF_001591025.1|WP_066795604.1 [Sphingomonas soli]
GCF_001591025.1|WP_066799954.1 [Sphingomonas soli]
GCF_001591025.1|WP_066801160.1 [Sphingomonas soli]
GCF_001591025.1|WP_157073795.1 [Sphingomonas soli]
GCF_001598415.1|WP_066819898.1 [Sphingomonas mali]
GCF_001598415.1|WP_066827046.1 [Sphingomonas mali]
GCF_001598435.1|WP_066719534.1 [Sphingomonas pituitosa]
GCF_001598435.1|WP_281179456.1 [Sphingomonas pituitosa]
GCF_001598455.1|WP_066584944.1 [Sphingomonas pruni]
GCF_001598455.1|WP_066593023.1 [Sphingomonas pruni]
GCF_001598455.1|WP_157082033.1 [Sphingomonas pruni]
GCF_001717955.1|WP_069203363.1 [Sphingomonas panacis]
GCF_001717955.1|WP_069204683.1 [Sphingomonas panacis]
GCF_001721295.1|WP_069320907.1 [Sphingomonas turrisvirgatae]
GCF_001721295.1|WP_069321028.1 [Sphingomonas turrisvirgatae]
GCF_001889025.1|WP_072559118.1 [Sphingorhabdus lutea]
GCF_001922385.1|WP_075150588.1 [Sphingomonas koreensis]
GCF_001956315.1|WP_076072997.1 [Sphingomonas montana]
GCF_001956775.1|WP_067181071.1 protein [Sphingopyxis]
GCF_001956775.1|WP_067186498.1 protein [Sphingopyxis]
GCF_001956775.1|WP_076075447.1 protein [Sphingopyxis]
GCF_001956775.1|WP_076075678.1 protein [Sphingopyxis]
GCF_001981525.1|WP_076743203.1 [Sphingomonas jeddahensis]
GCF_001981525.1|WP_076743994.1 [Sphingomonas jeddahensis]
GCF_001981525.1|WP_076745040.1 [Sphingomonas jeddahensis]
GCF_001981525.1|WP_076745406.1 [Sphingomonas jeddahensis]
GCF_002056795.1|WP_080055538.1 [Spirosoma aerolatum]
GCF_002197665.1|WP_088331123.1 [Sphingomonas mucosissima]
GCF_002197665.1|WP_088334107.1 [Sphingomonas mucosissima]
GCF_002197685.1|WP_088367302.1 [Sphingomonas dokdonensis]
GCF_002197685.1|WP_211280027.1 [Sphingomonas dokdonensis]
GCF_002197685.1|WP_245829345.1 [Sphingomonas dokdonensis]
GCF_002205635.1|WP_088472973.1 [Sphingopyxis witflariensis]
GCF_002205635.1|WP_088473526.1 [Sphingopyxis witflariensis]
