GENOME,HOMOLOG
GCF_025558825.1_ASM2555882v1,NO
GCF_025558845.1_ASM2555884v1,NO
GCF_025561465.1_ASM2556146v1,NO
GCF_030067815.1_ASM3006781v1,NO
GCF_030070085.1_ASM3007008v1,NO
GCF_030294405.1_ASM3029440v1,NO
GCF_900097965.1_12075_1_88,NO
GCF_900101845.1_IMG-taxon_2622736588_annotated_assembly,NO
GCF_900102435.1_IMG-taxon_2599185233_annotated_assembly,NO
GCF_900109465.1_IMG-taxon_2675903135_annotated_assembly,NO
GCF_900109545.1_IMG-taxon_2693429895_annotated_assembly,NO
GCF_900111745.1_IMG-taxon_2693429888_annotated_assembly,NO
GCF_900113325.1_IMG-taxon_2597490367_annotated_assembly,NO
GCF_900130065.1_IMG-taxon_2585428085_annotated_assembly,NO
GCF_900167515.1_IMG-taxon_2596583703_annotated_assembly,NO
GCF_900176355.1_IMG-taxon_2622736529_annotated_assembly,NO
GCF_900183575.1_SAMEA104055222,NO
GCF_900186985.1_50377_C01,NO
GCF_900187005.1_50569_B01,NO
GCF_900187055.1_50377_D01,YES
GCF_900188015.1_IMG-taxon_2693429819_annotated_assembly,NO
GCF_900230225.1_IMG-taxon_2728369216_annotated_assembly,NO
GCF_900457375.1_41556_H01,NO
GCF_900458255.1_44343_D01,NO
GCF_900458355.1_50305_E01,NO
GCF_900458435.1_50279_A02,YES
GCF_900458545.1_42197_D02,NO
GCF_900458665.1_50305_H01,NO
GCF_900458705.1_50432_E01,NO
GCF_900475405.1_44087_C01,NO
GCF_900636685.1_43874_A01,NO
GCF_902374935.1_MGYG-HGUT-01437,YES
GCF_904830535.1_EMCR19.fasta.gz,NO
GCF_000009765.2_ASM976v2,NO
GCF_000024565.1_ASM2456v1,NO
GCF_000026745.1_ASM2674v1,NO
GCF_000187465.1_ASM18746v1,NO
GCF_000187585.1_ASM18758v1,NO
GCF_000191105.1_ASM19110v1,NO
GCF_000221985.1_ASM22198v1,NO
GCF_000237305.1_ASM23730v1,NO
GCF_000280865.2_ASM28086v2,NO
GCF_000300915.1_ASM30091v1,NO
GCF_000359525.1_ASM35952v1,NO
GCF_000377005.1_ASM37700v1,NO
GCF_000379985.1_ASM37998v1,NO
GCF_000380005.1_ASM38000v1,NO
GCF_000380025.1_ASM38002v1,NO
GCF_000380045.1_ASM38004v1,NO
GCF_000380105.1_ASM38010v1,NO
GCF_000380125.1_ASM38012v1,NO
GCF_000380145.1_ASM38014v1,NO
GCF_000415505.1_STAFG,NO
GCF_000420785.1_ASM42078v1,NO
GCF_000423725.1_ASM42372v1,NO
GCF_000423745.1_ASM42374v1,NO
GCF_000423765.1_ASM42376v1,NO
GCF_000425025.1_ASM42502v1,NO
GCF_000716675.1_ASM71667v1,NO
GCF_000717025.1_ASM71702v1,NO
GCF_000719135.1_ASM71913v1,NO
GCF_000720835.1_ASM72083v1,NO
GCF_000725495.1_Doro.v1.0,NO
GCF_000725745.1_Doro.v1.0,NO
GCF_000744655.1_ASM74465v1,NO
GCF_000767835.1_ASM76783v1,NO
GCF_000787815.1_ASM78781v1,NO
GCF_000826685.1_ASM82668v1,NO
GCF_000960005.1_ASM96000v1,NO
GCF_000968685.2_ASM96868v2,NO
GCF_001267885.1_ASM126788v1,NO
GCF_001270025.1_Sazu_1.0,NO
GCF_001302265.1_ASM130226v1,NO
GCF_001375655.1_PRJEB8936_assembly_1,NO
GCF_001412635.1_ASM141263v1,NO
GCF_001418325.1_ASM141832v1,NO
GCF_001431045.1_ASM143104v1,NO
GCF_001514065.1_ASM151406v1,NO
GCF_001552035.1_ASM155203v1,NO
GCF_001598035.1_ASM159803v1,NO
GCF_001623565.1_ASM162356v1,NO
GCF_001642085.1_ASM164208v1,NO
GCF_001657915.1_ASM165791v1,NO
GCF_001708305.1_ASM170830v1,NO
GCF_001746455.1_ASM174645v1,NO
GCF_001751365.1_ASM175136v1,NO
GCF_001885095.1_ASM188509v1,NO
GCF_001891165.1_ASM189116v1,NO
GCF_001902585.1_ASM190258v1,NO
GCF_001921845.1_ASM192184v1,NO
GCF_001953875.1_ASM195387v1,NO
GCF_001984705.1_ASM198470v1,NO
GCF_002076835.1_ASM207683v1,NO
GCF_002150735.1_ASM215073v1,NO
GCF_002150845.1_ASM215084v1,NO
GCF_002154385.1_ASM215438v1,NO
GCF_002286695.1_ASM228669v1,NO
GCF_002355215.1_ASM235521v1,NO
GCF_002843305.1_ASM284330v1,NO
GCF_002860805.1_ASM286080v1,NO
GCF_002887775.1_ASM288777v1,NO
GCF_002900385.1_ASM290038v1,NO
GCF_002953735.1_ASM295373v1,NO
GCF_003112575.1_ASM311257v1,NO
GCF_003143695.2_ASM314369v2,NO
GCF_003172975.1_ASM317297v1,NO
GCF_003201605.1_ASM320160v1,NO
GCF_003258295.1_ASM325829v1,NO
GCF_003330865.1_ASM333086v1,NO
GCF_003355155.1_ASM335515v1,NO
GCF_003438245.1_ASM343824v1,NO
GCF_003595525.1_ASM359552v1,NO
GCF_003609975.1_ASM360997v1,NO
GCF_003626515.1_ASM362651v1,NO
GCF_003627135.1_ASM362713v1,NO
GCF_003627155.1_ASM362715v1,NO
GCF_003686955.1_ASM368695v1,NO
GCF_003955715.1_ASM395571v1,NO
GCF_003963555.1_ASM396355v1,NO
GCF_004323735.1_ASM432373v1,NO
GCF_004353325.1_ASM435332v1,NO
GCF_004785935.1_ASM478593v1,NO
GCF_004843545.1_ASM484354v1,NO
GCF_005981925.1_ASM598192v1,NO
GCF_006385165.1_ASM638516v1,NO
GCF_006385785.1_ASM638578v1,NO
GCF_006385805.1_ASM638580v1,NO
GCF_007859195.1_ASM785919v1,NO
GCF_008369065.1_ASM836906v1,NO
GCF_008634025.1_ASM863402v1,NO
GCF_008704395.1_ASM870439v1,NO
GCF_008803015.1_ASM880301v1,NO
GCF_008905045.1_ASM890504v1,NO
GCF_008932075.1_ASM893207v1,NO
GCF_008974245.1_ASM897424v1,NO
GCF_009377175.1_ASM937717v1,NO
GCF_009377235.1_ASM937723v1,NO
GCF_009733925.1_ASM973392v1,NO
GCF_009738105.1_ASM973810v1,NO
GCF_009739465.1_ASM973946v1,NO
GCF_009755785.1_ASM975578v1,NO
GCF_009767945.1_ASM976794v1,NO
GCF_010993845.2_ASM1099384v2,NO
GCF_011421455.1_ASM1142145v1,NO
GCF_012396585.1_ASM1239658v1,NO
GCF_013267695.1_ASM1326769v1,NO
GCF_013421525.1_ASM1342152v1,NO
GCF_013618545.1_ASM1361854v1,NO
GCF_014141535.1_ASM1414153v1,NO
GCF_014204715.1_ASM1420471v1,NO
GCF_014287335.1_ASM1428733v1,NO
GCF_014645835.1_ASM1464583v1,NO
GCF_014648695.1_ASM1464869v1,NO
GCF_014648775.1_ASM1464877v1,NO
GCF_014649375.1_ASM1464937v1,NO
GCF_014649415.1_ASM1464941v1,NO
GCF_014650595.1_ASM1465059v1,NO
GCF_014650615.1_ASM1465061v1,NO
GCF_014650655.1_ASM1465065v1,NO
GCF_014650695.1_ASM1465069v1,NO
GCF_014650795.1_ASM1465079v1,NO
GCF_014701115.1_ASM1470111v1,NO
GCF_015689395.1_ASM1568939v1,NO
GCF_016127275.1_ASM1612727v1,NO
GCF_016128095.1_ASM1612809v1,NO
GCF_016461705.1_ASM1646170v1,NO
GCF_016481305.1_ASM1648130v1,NO
GCF_016598475.1_ASM1659847v1,NO
GCF_016741775.1_ASM1674177v1,NO
GCF_016860545.1_ASM1686054v1,NO
GCF_016908645.1_ASM1690864v1,NO
GCF_016908655.1_ASM1690865v1,NO
GCF_016921115.1_ASM1692111v1,NO
GCF_017315345.1_ASM1731534v1,NO
GCF_017883985.1_ASM1788398v1,NO
GCF_017884005.1_ASM1788400v1,NO
GCF_018127725.1_ASM1812772v1,NO
GCF_018137985.1_ASM1813798v1,NO
GCF_018138715.1_ASM1813871v1,NO
GCF_018141485.1_ASM1814148v1,NO
GCF_019218685.1_ASM1921868v1,NO
GCF_019448275.1_ASM1944827v1,NO
GCF_019599145.1_ASM1959914v1,NO
GCF_019774635.1_ASM1977463v1,NO
GCF_019890615.1_ASM1989061v1,NO
GCF_019890725.1_ASM1989072v1,NO
GCF_019933235.1_ASM1993323v1,NO
GCF_020400605.1_ASM2040060v1,NO
GCF_020532645.1_ASM2053264v1,NO
GCF_020783455.1_ASM2078345v1,NO
GCF_021654455.1_ASM2165445v1,NO
GCF_024170735.1_ASM2417073v1,NO
GCF_024171885.1_ASM2417188v1,NO
GCF_024346585.1_ASM2434658v1,NO
GCF_024436055.1_ASM2443605v1,NO
GCF_024742095.1_ASM2474209v1,NO
GCF_024752535.1_ASM2475253v1,NO
GCF_026642255.1_ASM2664225v1,NO
GCF_027474505.1_ASM2747450v1,NO
GCF_027604915.1_ASM2760491v1,NO
GCF_027947535.2_ASM2794753v2,NO
GCF_029223525.1_ASM2922352v1,NO
GCF_030291795.1_ASM3029179v1,NO
GCF_900095845.1_PRJEB15309,NO
GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly,NO
GCF_900104235.1_IMG-taxon_2593339212_annotated_assembly,NO
GCF_900112355.1_IMG-taxon_2675903061_annotated_assembly,NO
GCF_900129375.1_IMG-taxon_2695420942_annotated_assembly,NO
GCF_900187085.1_50624_E01,NO
GCF_900459045.1_41975_B01,NO
GCF_900459125.1_49569_C01,NO
GCF_900459175.1_52087_B01,NO
GCF_900459215.1_44087_A02,NO
GCF_900459355.1_41906_A02,NO
GCF_900459365.1_45296_H02,NO
GCF_900459405.1_41965_B01,NO
GCF_900459485.1_44738_A02,NO
GCF_900460135.1_41686_D01,NO
GCF_900475025.1_41906_G01,NO
GCF_900475035.1_41965_F01,NO
GCF_900475445.1_42727_F01,NO
GCF_900475675.1_45473_D02,NO
GCF_900475975.1_46931_F01,NO
GCF_900636505.1_42650_H02,NO
GCF_900636885.1_44927_H01,NO
GCF_900637025.1_46338_H01,NO
GCF_900637075.1_48128_D02,NO
GCF_901544385.1_42912_F01,NO
GCF_901553735.1_41965_D01,NO
GCF_902858935.1_Ssal_L25,NO
GCF_903886475.1_Streptococcus_thermophilus_CIRM_65,NO
GCF_943193075.1_Streptococcus_sp_nov_DSM110150,NO
GCF_948472335.1_Marseille-Q6994,NO
GCF_000010605.1_ASM1060v1,NO
GCF_000158915.1_ASM15891v1,NO
GCF_000349325.1_ASM34932v1,NO
GCF_000376565.1_ASM37656v1,NO
GCF_000383595.1_ASM38359v1,NO
GCF_000429085.1_ASM42908v1,NO
GCF_000444875.1_ASM44487v1,NO
GCF_000716625.1_ASM71662v1,NO
GCF_000717055.1_ASM71705v1,NO
GCF_000717595.1_ASM71759v1,NO
GCF_000718015.1_ASM71801v1,NO
GCF_000718135.1_ASM71813v1,NO
GCF_000718165.1_ASM71816v1,NO
GCF_000718455.1_ASM71845v1,NO
GCF_000719285.1_ASM71928v1,NO
GCF_000721105.1_ASM72110v1,NO
GCF_000721185.1_ASM72118v1,NO
GCF_000725475.1_Doro.v1.0,NO
GCF_000725545.1_Doro.v1.0,NO
GCF_000725555.1_Doro.v1.0,NO
GCF_000725785.1_Doro.v1.0,NO
GCF_000988945.1_ASM98894v1,NO
GCF_001005085.2_ASM100508v2,NO
GCF_001027185.1_ASM102718v1,NO
GCF_001187435.1_ASM118743v1,NO
GCF_001294335.1_ASM129433v1,NO
GCF_001418415.1_ASM141841v1,NO
GCF_001418565.1_ASM141856v1,NO
GCF_001513965.1_ASM151396v1,NO
GCF_001513975.1_ASM151397v1,NO
GCF_001514055.1_ASM151405v1,NO
GCF_001514145.1_ASM151414v1,NO
GCF_001514205.1_ASM151420v1,NO
GCF_001514215.1_ASM151421v1,NO
GCF_001514235.1_ASM151423v1,NO
GCF_001514305.1_ASM151430v1,NO
GCF_001705785.1_ASM170578v1,NO
GCF_001735805.1_ASM173580v1,NO
GCF_001866645.1_ASM186664v1,NO
GCF_002082195.1_ASM208219v1,NO
GCF_002154345.1_ASM215434v1,NO
GCF_002154375.1_ASM215437v1,NO
GCF_002154505.1_ASM215450v1,NO
GCF_002217755.1_ASM221775v1,NO
GCF_002242805.1_ASM224280v1,NO
GCF_002794255.1_ASM279425v1,NO
GCF_002804165.1_ASM280416v1,NO
GCF_002891295.1_ASM289129v1,NO
GCF_002891435.1_ASM289143v1,NO
GCF_002939475.1_ASM293947v1,NO
GCF_002946835.1_ASM294683v1,NO
GCF_002954775.1_ASM295477v1,NO
GCF_003024195.1_ASM302419v1,NO
GCF_003112515.1_ASM311251v1,NO
GCF_003261055.1_ASM326105v1,NO
GCF_003323715.1_ASM332371v1,NO
GCF_003325375.1_ASM332537v1,NO
GCF_003346515.1_ASM334651v1,NO
GCF_003595235.1_ASM359523v1,NO
GCF_003626535.1_ASM362653v1,NO
GCF_003627815.1_ASM362781v1,NO
GCF_003665435.1_ASM366543v1,NO
GCF_003675325.1_ASM367532v1,NO
GCF_003721215.1_ASM372121v1,NO
GCF_003865135.1_ASM386513v1,NO
GCF_003963535.1_ASM396353v1,NO
GCF_003994395.1_ASM399439v1,NO
GCF_004023625.1_ASM402362v1,NO
GCF_004028635.1_ASM402863v1,NO
GCF_004348415.1_ASM434841v1,NO
GCF_004784475.1_ASM478447v1,NO
GCF_004803895.1_ASM480389v1,NO
GCF_005280195.1_ASM528019v1,NO
GCF_006716135.1_ASM671613v1,NO
GCF_007280575.1_ASM728057v1,NO
GCF_007829875.1_ASM782987v1,NO
GCF_007829885.1_ASM782988v1,NO
GCF_008312845.1_ASM831284v1,NO
GCF_008634015.1_ASM863401v1,NO
GCF_008704425.1_ASM870442v1,NO
GCF_008704575.1_ASM870457v1,NO
GCF_008704715.1_ASM870471v1,NO
GCF_008705135.1_ASM870513v1,NO
GCF_009299385.1_ASM929938v1,NO
GCF_009498275.1_ASM949827v1,NO
GCF_009709555.1_ASM970955v1,NO
GCF_009739905.1_ASM973990v1,NO
GCF_009796285.1_ASM979628v1,NO
GCF_009811555.1_ASM981155v1,NO
GCF_009811575.1_ASM981157v1,NO
GCF_009908195.1_ASM990819v1,NO
GCF_011008945.1_ASM1100894v1,NO
GCF_011044975.1_ASM1104497v1,NO
GCF_011045075.1_ASM1104507v1,NO
GCF_012033785.1_ASM1203378v1,NO
GCF_012034205.1_ASM1203420v1,NO
GCF_013364095.1_ASM1336409v1,NO
GCF_013409565.1_ASM1340956v1,NO
GCF_013433285.1_ASM1343328v1,NO
GCF_013912435.1_ASM1391243v1,NO
GCF_014141525.1_ASM1414152v1,NO
GCF_014156695.1_ASM1415669v1,NO
GCF_014203595.1_ASM1420359v1,NO
GCF_014205255.1_ASM1420525v1,NO
GCF_014257025.1_ASM1425702v1,NO
GCF_014295035.1_ASM1429503v1,NO
GCF_014489615.1_ASM1448961v1,NO
GCF_014534645.1_ASM1453464v1,NO
GCF_014645815.1_ASM1464581v1,NO
GCF_014645895.1_ASM1464589v1,NO
GCF_014646115.1_ASM1464611v1,NO
GCF_014647675.1_ASM1464767v1,NO
GCF_014647715.1_ASM1464771v1,NO
GCF_014647875.1_ASM1464787v1,NO
GCF_014648635.1_ASM1464863v1,NO
GCF_014648815.1_ASM1464881v1,NO
GCF_014648935.1_ASM1464893v1,NO
GCF_014648955.1_ASM1464895v1,NO
GCF_014649115.1_ASM1464911v1,NO
GCF_014649195.1_ASM1464919v1,NO
GCF_014649495.1_ASM1464949v1,NO
GCF_014649535.1_ASM1464953v1,NO
GCF_014649595.1_ASM1464959v1,NO
GCF_014649635.1_ASM1464963v1,NO
GCF_014649655.1_ASM1464965v1,NO
GCF_014649995.1_ASM1464999v1,NO
GCF_014650335.1_ASM1465033v1,NO
GCF_014650515.1_ASM1465051v1,NO
GCF_014650715.1_ASM1465071v1,NO
GCF_014650735.1_ASM1465073v1,NO
GCF_014650755.1_ASM1465075v1,NO
GCF_014650775.1_ASM1465077v1,NO
GCF_014650815.1_ASM1465081v1,NO
GCF_014651055.1_ASM1465105v1,NO
GCF_014651075.1_ASM1465107v1,NO
GCF_014651135.1_ASM1465113v1,NO
GCF_014651175.1_ASM1465117v1,NO
GCF_014653855.1_ASM1465385v1,NO
GCF_014654935.1_ASM1465493v1,NO
GCF_014655295.1_ASM1465529v1,NO
GCF_014655595.1_ASM1465559v1,NO
GCF_014655855.1_ASM1465585v1,NO
GCF_014656035.1_ASM1465603v1,NO
GCF_014656055.1_ASM1465605v1,NO
GCF_014673495.1_ASM1467349v1,NO
GCF_014779715.1_ASM1477971v1,NO
GCF_014852565.2_ASM1485256v2,NO
GCF_015160855.1_ASM1516085v1,NO
GCF_015160875.1_ASM1516087v1,NO
GCF_015710995.1_ASM1571099v1,NO
GCF_015767775.1_ASM1576777v1,NO
GCF_015910445.1_ASM1591044v1,NO
GCF_016107395.1_INACH3013-01,NO
GCF_016741875.1_ASM1674187v1,NO
GCF_016741935.1_ASM1674193v1,NO
GCF_016901035.1_ASM1690103v1,NO
GCF_016906185.1_ASM1690618v1,NO
GCF_017315755.1_ASM1731575v1,NO
GCF_017526105.1_ASM1752610v1,NO
GCF_018138705.1_ASM1813870v1,NO
GCF_018927715.1_ASM1892771v1,NO
GCF_019059395.1_ASM1905939v1,NO
GCF_019104725.1_ASM1910472v1,NO
GCF_019219635.1_ASM1921963v1,NO
GCF_019880305.1_ASM1988030v1,NO
GCF_020010925.1_ASM2001092v1,NO
GCF_020037025.1_ASM2003702v1,NO
GCF_020404845.1_ASM2040484v1,NO
GCF_020521255.1_ASM2052125v1,NO
GCF_020521275.1_ASM2052127v1,NO
GCF_020639365.1_ASM2063936v1,NO
GCF_020819595.1_ASM2081959v1,NO
GCF_021028635.1_ASM2102863v1,NO
GCF_021216675.1_ASM2121667v1,NO
GCF_021261325.1_ASM2126132v1,NO
GCF_021462825.1_ASM2146282v1,NO
GCF_021474405.1_ASM2147440v1,NO
GCF_021556455.1_ASM2155645v1,NO
GCF_022385335.1_ASM2238533v1,NO
GCF_022647665.1_ASM2264766v1,NO
GCF_022698165.1_ASM2269816v1,NO
GCF_023498005.1_ASM2349800v1,NO
GCF_024436035.1_ASM2443603v1,NO
GCF_024539675.1_ASM2453967v1,NO
GCF_024761905.1_ASM2476190v1,NO
GCF_025165795.1_ASM2516579v1,NO
GCF_026153355.1_ASM2615335v1,NO
GCF_026274175.1_ASM2627417v1,NO
GCF_026341945.1_ASM2634194v1,NO
GCF_026343715.1_ASM2634371v1,NO
GCF_027270315.1_ASM2727031v1,NO
GCF_027942015.1_ASM2794201v1,NO
GCF_028401405.1_ASM2840140v1,NO
GCF_028401765.1_ASM2840176v1,NO
GCF_028657195.3_ASM2865719v3,NO
GCF_029223485.1_ASM2922348v1,NO
GCF_029846675.1_ASM2984667v1,NO
GCF_030294945.1_SGFS_1.0,NO
GCF_900100315.1_IMG-taxon_2675903130_annotated_assembly,NO
GCF_913919575.1_CMBFB,NO
GCF_000091305.1_ASM9130v1,NO
GCF_000331185.2_ASM33118v2,NO
GENOME,HOMOLOG
GCF_000384175.1_ASM38417v1,NO
GCF_000497425.1_S.niveus_v1,NO
GCF_000497445.1_S.roseochromogenes_v1,NO
GCF_000715845.1_ASM71584v1,NO
GCF_000716875.1_ASM71687v1,NO
GCF_000718095.1_ASM71809v1,NO
GCF_000718305.1_ASM71830v1,NO
GCF_000718625.1_ASM71862v1,NO
GCF_000718985.1_ASM71898v1,NO
GCF_000719265.1_ASM71926v1,NO
GCF_000720485.1_ASM72048v1,NO
GCF_000725565.1_Doro.v1.0,NO
GCF_000739045.1_ASM73904v1,NO
GCF_000802245.2_ASM80224v2,NO
GCF_000829715.2_ASM82971v2,NO
GCF_000935125.1_SNA_1.0,NO
GCF_000961885.1_ASM96188v1,NO
GCF_000966975.1_ASM96697v1,NO
GCF_000974985.2_ASM97498v2,NO
GCF_000980885.2_ASM98088v2,NO
GCF_000981895.1_ASM98189v1,NO
GCF_001013905.1_sleC34,NO
GCF_001044425.1_ASM104442v1,NO
GCF_001278075.1_ASM127807v1,NO
GCF_001418475.1_ASM141847v1,NO
GCF_001418495.1_ASM141849v1,NO
GCF_001419795.1_ASM141979v1,NO
GCF_001445655.1_ASM144565v1,NO
GCF_001484625.1_ASM148462v1,NO
GCF_001509475.1_ASM150947v1,NO
GCF_001513955.1_ASM151395v1,NO
GCF_001514125.1_ASM151412v1,NO
GCF_001514265.1_ASM151426v1,NO
GCF_001611795.1_ASM161179v1,NO
GCF_001642995.1_ASM164299v1,NO
GCF_001660045.1_ASM166004v1,NO
GCF_001700505.1_ASM170050v1,NO
GCF_001700515.1_ASM170051v1,NO
GCF_001748305.1_ASM174830v1,NO
GCF_001751245.1_ASM175124v1,NO
GCF_001751255.1_ASM175125v1,NO
GCF_001866665.1_ASM186666v1,NO
GCF_001906585.1_ASM190658v1,NO
GCF_001984445.1_ASM198444v1,NO
GCF_002128305.1_ASM212830v1,NO
GCF_002154615.1_ASM215461v1,NO
GCF_002154675.1_ASM215467v1,NO
GCF_002261115.1_ASM226111v1,NO
GCF_002335465.1_Solivochromogenes3561_assembly01,NO
GCF_002911015.1_ASM291101v1,NO
GCF_003054555.1_ASM305455v1,NO
GCF_003074055.1_ASM307405v1,NO
GCF_003112535.1_ASM311253v1,NO
GCF_003112595.1_ASM311259v1,NO
GCF_003121295.1_ASM312129v1,NO
GCF_003323735.1_ASM332373v1,NO
GCF_003344445.1_ASM334444v1,NO
GCF_003344965.1_ASM334496v1,NO
GCF_003391135.1_ASM339113v1,NO
GCF_003626575.1_ASM362657v1,NO
GCF_003626645.1_ASM362664v1,NO
GCF_003675955.1_ASM367595v1,NO
GCF_003865155.1_ASM386515v1,NO
GCF_004117935.1_ASM411793v1,NO
GCF_004305975.1_ASM430597v1,NO
GCF_004328625.1_ASM432862v1,NO
GCF_004684805.1_ASM468480v1,NO
GCF_004794175.1_ASM479417v1,NO
GCF_005048155.1_ASM504815v1,NO
GCF_005280215.1_ASM528021v1,NO
GCF_005786655.1_ASM578665v1,NO
GCF_005795905.1_ASM579590v1,NO
GCF_006334995.2_ASM633499v2,NO
GCF_006335015.1_ASM633501v1,NO
GCF_006547165.1_ASM654716v1,NO
GCF_006715785.1_ASM671578v1,NO
GCF_007856155.1_ASM785615v1,NO
GCF_008312835.1_ASM831283v1,NO
GCF_008704445.1_ASM870444v1,NO
GCF_008704495.1_ASM870449v1,NO
GCF_008704555.1_ASM870455v1,NO
GCF_008704855.1_ASM870485v1,NO
GCF_008806595.1_ASM880659v1,NO
GCF_009184865.1_ASM918486v1,NO
GCF_009377205.1_ASM937720v1,NO
GCF_009569385.1_ASM956938v1,NO
GCF_009600885.1_ASM960088v1,NO
GCF_009600895.1_ASM960089v1,NO
GCF_009735685.1_ASM973568v1,NO
GCF_009811595.1_ASM981159v1,NO
GCF_011044995.1_ASM1104499v1,NO
GCF_011045015.1_ASM1104501v1,NO
GCF_011694815.1_ASM1169481v1,NO
GCF_011766325.1_ASM1176632v1,NO
GCF_012033735.1_ASM1203373v1,NO
GCF_012273655.1_ASM1227365v1,NO
GCF_013364315.1_ASM1336431v1,NO
GCF_013394065.1_ASM1339406v1,NO
GCF_013870535.1_ASM1387053v1,NO
GCF_014202475.1_ASM1420247v1,NO
GCF_014203555.1_ASM1420355v1,NO
GCF_014203895.1_ASM1420389v1,NO
GCF_014205055.1_ASM1420505v1,NO
GCF_014216335.1_ASM1421633v1,NO
GCF_014280945.1_ASM1428094v1,NO
GCF_014489635.1_ASM1448963v1,NO
GCF_014493765.1_ASM1449376v1,NO
GCF_014646095.1_ASM1464609v1,NO
GCF_014646275.1_ASM1464627v1,NO
GCF_014646335.1_ASM1464633v1,NO
GCF_014648075.1_ASM1464807v1,NO
GCF_014648835.1_ASM1464883v1,NO
GCF_014648875.1_ASM1464887v1,NO
GCF_014648915.1_ASM1464891v1,NO
GCF_014648995.1_ASM1464899v1,NO
GCF_014649015.1_ASM1464901v1,NO
GCF_014649135.1_ASM1464913v1,NO
GCF_014649335.1_ASM1464933v1,NO
GCF_014649515.1_ASM1464951v1,NO
GCF_014649675.1_ASM1464967v1,NO
GCF_014649715.1_ASM1464971v1,NO
GCF_014649735.1_ASM1464973v1,NO
GCF_014649755.1_ASM1464975v1,NO
GCF_014649775.1_ASM1464977v1,NO
GCF_014649795.1_ASM1464979v1,NO
GCF_014649855.1_ASM1464985v1,NO
GCF_014649875.1_ASM1464987v1,NO
GCF_014649895.1_ASM1464989v1,NO
GCF_014650035.1_ASM1465003v1,NO
GCF_014650115.1_ASM1465011v1,NO
GCF_014650135.1_ASM1465013v1,NO
GCF_014650155.1_ASM1465015v1,NO
GCF_014650395.1_ASM1465039v1,NO
GCF_014650575.1_ASM1465057v1,NO
GCF_014650875.1_ASM1465087v1,NO
GCF_014650895.1_ASM1465089v1,NO
GCF_014650915.1_ASM1465091v1,NO
GCF_014651035.1_ASM1465103v1,NO
GCF_014651115.1_ASM1465111v1,NO
GCF_014654785.1_ASM1465478v1,NO
GCF_014655715.1_ASM1465571v1,NO
GCF_014656095.1_ASM1465609v1,NO
GCF_014656115.1_ASM1465611v1,NO
GCF_015244315.1_ASM1524431v1,NO
GCF_016031615.1_ASM1603161v1,NO
GCF_016103465.1_ASM1610346v1,NO
GCF_016103505.1_ASM1610350v1,NO
GCF_016467295.1_ASM1646729v1,NO
GCF_016598615.1_ASM1659861v1,NO
GCF_016741855.1_ASM1674185v1,NO
GCF_016803985.1_ASM1680398v1,NO
GCF_016804005.1_ASM1680400v1,NO
GCF_016860525.1_ASM1686052v1,NO
GCF_016917755.1_ASM1691775v1,NO
GCF_017352335.1_ASM1735233v1,NO
GCF_017353455.1_ASM1735345v1,NO
GCF_017639205.1_ASM1763920v1,NO
GCF_017676365.1_ASM1767636v1,NO
GCF_017813245.1_ASM1781324v1,NO
GCF_017874715.1_ASM1787471v1,NO
GCF_017942185.1_ASM1794218v1,NO
GCF_018070025.1_ASM1807002v1,NO
GCF_018255875.1_ASM1825587v1,NO
GCF_019399205.1_ASM1939920v1,NO
GCF_019857225.1_ASM1985722v1,NO
GCF_019890635.1_ASM1989063v1,NO
GCF_020024005.1_ASM2002400v1,NO
GCF_020099395.1_ASM2009939v1,NO
GCF_020564935.1_ASM2056493v1,NO
GCF_020616555.1_ASM2061655v1,NO
GCF_020881015.1_ASM2088101v1,NO
GCF_021474425.1_ASM2147442v1,NO
GCF_022221585.1_ASM2222158v1,NO
GCF_022524345.1_ASM2252434v1,NO
GCF_023155275.1_ASM2315527v1,NO
GCF_023218175.1_ASM2321817v1,NO
GCF_023516615.1_ASM2351661v1,NO
GCF_023703325.1_ASM2370332v1,NO
GCF_023887685.1_ASM2388768v1,NO
GCF_023923245.1_ASM2392324v1,NO
GCF_024508375.2_ASM2450837v2,NO
GCF_024519315.1_ASM2451931v1,NO
GCF_025399795.1_ASM2539979v1,NO
GCF_025908395.1_ASM2590839v1,NO
GCF_026340005.1_ASM2634000v1,NO
GCF_026341275.1_ASM2634127v1,NO
GCF_026342395.1_ASM2634239v1,NO
GCF_026343615.1_ASM2634361v1,NO
GCF_027626975.1_ASM2762697v1,NO
GCF_027947595.1_ASM2794759v1,NO
GCF_028863365.1_ASM2886336v1,NO
GCF_900101585.1_IMG-taxon_2663762722_annotated_assembly,NO
GCF_900102095.1_IMG-taxon_2667527442_annotated_assembly,NO
GCF_900104815.1_IMG-taxon_2634166373_annotated_assembly,NO
GCF_900105695.1_IMG-taxon_2634166371_annotated_assembly,NO
GCF_900110735.1_IMG-taxon_2663762755_annotated_assembly,NO
GCF_900111245.1_IMG-taxon_2675903055_annotated_assembly,NO
GCF_900114215.1_IMG-taxon_2654587880_annotated_assembly,NO
GCF_000012965.1_ASM1296v1,NO
GCF_000021545.1_ASM2154v1,NO
GCF_000024865.1_ASM2486v1,NO
GCF_000147355.1_ASM14735v1,NO
GCF_000154965.1_ASM15496v1,NO
