Assembly Accession	Assembly Name	Assembly Level	Organism Name	CheckM completeness	Assembly Stats Total Sequence Length
GCF_000227725.2	ASM22772v3	Scaffold	Thiorhodospira sibirica ATCC 700588	92.51	3196878
GCF_000255555.1	ASM25555v2	Contig	Treponema saccharophilum DSM 2985	99.42	3453898
GCF_000189255.1	ASM18925v1	Contig	Vibrio brasiliensis LMG 20546	99.49	4715026
GCF_000165125.1	Vcar_1.0	Contig	Vibrio caribbeanicus ATCC BAA-2122	94.22	4410536
GCF_000222605.1	ASM22260v1	Contig	Vibrio ichthyoenteri ATCC 700023	97.98	4641086
GCF_000189275.1	ASM18927v1	Contig	Vibrio sinaloensis DSM 21326	99.48	4904906
GCF_902806455.1	Q1616	Contig	Virgibacillus doumboii	99.03	3911979
GCF_001878675.1	ASM187867v1	Complete Genome	Virgibacillus halodenitrificans	99.84	3917759
GCF_016908515.1	ASM1690851v1	Contig	Virgibacillus halotolerans	97.54	4362587
GCF_902726655.1	PRJEB35829	Contig	Virgibacillus ihumii	99.35	3866282
GCF_002266285.1	ASM226628v1	Contig	Virgibacillus indicus	97.95	3916161
GCF_014647615.1	ASM1464761v1	Contig	Virgibacillus kapii	99.35	4377844
GCF_017873675.1	ASM1787367v1	Contig	Virgibacillus litoralis	92.97	3879197
GCF_000723585.1	PRJEB5515_assembly_1	Contig	Virgibacillus massiliensis	99.3	4353177
GCF_026013645.1	ASM2601364v1	Complete Genome	Virgibacillus natechei	98.32	3867590
GCF_900187325.1	PRJEB20996	Contig	Virgibacillus ndiopensis	100	3853185
GCF_002224365.1	ASM222436v1	Complete Genome	Virgibacillus necropolis	99.35	4337422
GCF_014638995.1	ASM1463899v1	Scaffold	Virgibacillus oceani	99.35	3842800
GCF_018075365.1	ASM1807536v1	Complete Genome	Virgibacillus pantothenticus	99.26	4761851
GCF_002216775.1	ASM221677v1	Complete Genome	Virgibacillus phasianinus	97.37	4071214
GCF_002287375.1	ASM228737v1	Contig	Virgibacillus profundi	97.79	4362047
GCF_900162615.1	PRJEB6464	Contig	Virgibacillus proomii	100	4382192
GCF_018139605.1	ASM1813960v1	Contig	Virgibacillus salarius	93.55	4305741
GCF_014905415.1	ASM1490541v1	Scaffold	Virgibacillus salexigens	99.35	4417754
GCF_000821245.2	ASM82124v2	Scaffold	Virgibacillus senegalensis	99.03	3924902
GCF_900162695.1	PRJEB19320	Contig	Virgibacillus siamensis	99.35	3917958
GCF_900110695.1	IMG-taxon 2671180086 annotated assembly	Contig	Virgibacillus subterraneus	99.68	3791086
GCF_016863615.1	ASM1686361v1	Contig	Virgisporangium aliadipatigenens	93.22	10286142
GCF_016863635.1	ASM1686363v1	Contig	Virgisporangium aurantiacum	92.32	14096588
GCF_016863655.1	ASM1686365v1	Contig	Virgisporangium ochraceum	93.62	11432222
GCF_001955655.1	ASM195565v1	Contig	Viridibacillus arenosi	94.31	4434162
GCF_001274945.1	ASM127494v1	Scaffold	Viridibacillus arvi	94.31	4758570
GCF_016612995.1	ASM1661299v1	Contig	Viridibacillus soli	91.64	4553048
GCF_004634425.1	ASM463442v1	Contig	Vitreimonas flagellata	96.08	3915861
GCF_002222655.1	ASM222265v1	Complete Genome	Vitreoscilla filiformis	94	3787551
GCF_902375805.1	MGYG-HGUT-01520	Scaffold	Vitreoscilla massiliensis	98.31	3716774
GCF_022870945.1	ASM2287094v1	Complete Genome	Vitreoscilla stercoraria	95.96	2661781
GCF_014652475.1	ASM1465247v1	Scaffold	Vogesella alkaliphila	98.99	3418988
GCF_014652335.1	ASM1465233v1	Contig	Vogesella fluminis	99.33	3300252
GCF_003633895.1	ASM363389v1	Scaffold	Vogesella indigofera	99.1	3621567
GCF_007644035.1	ASM764403v2	Contig	Vogesella mureinivorans	99.55	4184664
GCF_902829295.1	Q2602	Contig	Vogesella oryzae	99.31	3415129
GCF_007644045.2	ASM764404v2	Contig	Vogesella urethralis	99.1	4028666
GCF_029783845.1	ASM2978384v1	Contig	Volucribacter amazonae	99.66	2638328
GCF_004339025.1	ASM433902v1	Scaffold	Volucribacter psittacicida	99.32	2267688
GCF_001730235.1	ASM173023v1	Contig	Vulcanibacillus modesticaldus	84.75	2224341
GCF_008033445.1	ASM803344v1	Scaffold	Vulcaniibacterium gelatinicum	98.23	2665201
GCF_003814555.1	ASM381455v1	Scaffold	Vulcaniibacterium tengchongense	99.36	3585771
GCF_007923255.1	ASM792325v1	Scaffold	Vulcaniibacterium thermophilum	98.63	3075563
GCF_002252705.1	ASM225270v1	Scaffold	Vulcanococcus limneticus LL	99.73	3548884
GCF_001263175.1	ASM126317v1	Complete Genome	Vulgatibacter incomptus	85.68	4350553
GCF_009695995.1	ASM969599v1	Contig	Waltera intestinalis	96.88	2970649
GCF_014337215.1	ASM1433721v1	Complete Genome	Wansuia hejianensis	99.06	3949724
GCF_020640915.1	ASM2064091v1	Scaffold	Waterburya agarophytonicola KI4	92.3	5107674
GCF_900637795.1	52592_H02	Complete Genome	Weeksella virosa	99.01	2287133
GCF_900094835.1	IMG-taxon 2615840608 annotated assembly	Scaffold	Weissella bombi	97.95	1820901
GCF_018394055.1	ASM1839405v1	Complete Genome	Weissella ceti	98.14	1505791
GCF_001951095.1	ASM195109v1	Complete Genome	Weissella cibaria	98.77	2363492
GCF_011304355.1	ASM1130435v1	Complete Genome	Weissella coleopterorum	95.22	1618880
GCF_004771075.1	ASM477107v1	Complete Genome	Weissella confusa	98.14	2216758
GCF_014397255.1	ASM1439725v1	Complete Genome	Weissella diestrammenae	95.88	1659381
GCF_025460865.1	ASM2546086v1	Scaffold	Weissella fangxianensis	95.99	1969164
GCF_000420365.1	ASM42036v1	Scaffold	Weissella halotolerans DSM 20190	98.01	1358385
GCF_012396435.1	ASM1239643v1	Contig	Weissella hellenica	95.86	1818703
GCF_001932615.1	ASM193261v1	Complete Genome	Weissella jogaejeotgali	98.57	2149545
GCF_001438705.1	ASM143870v1	Scaffold	Weissella kandleri	97.53	1334438
GCF_001437425.1	ASM143742v1	Scaffold	Weissella minor	98.63	1768499
GCF_008107635.1	ASM810763v1	Scaffold	Weissella muntiaci	97.53	2288705
GCF_000691805.2	ASM69180v2	Scaffold	Weissella oryzae SG25	97.53	2129476
GCF_015689215.1	ASM1568921v1	Chromosome	Weissella paramesenteroides	98.77	2052536
GCF_010306265.1	ASM1030626v1	Contig	Weissella sagaensis	97.99	1867525
GCF_001761545.1	ASM176154v1	Complete Genome	Weissella soli	98.03	1683184
GCF_005405465.1	ASM540546v1	Scaffold	Weissella thailandensis	97.4	1974613
GCF_018502505.1	ASM1850250v1	Complete Genome	Weissella tructae	98.77	1386044
GCF_016908785.1	ASM1690878v1	Contig	Weissella uvarum	97.01	1680010
GCF_003862435.1	ASM386243v1	Contig	Weissella viridescens	95.65	1612814
GCF_008974185.1	ASM897418v1	Contig	Weizmannia acidilactici	99.35	3191437
GCF_943193165.1	Weizmannia_sp_nov_DSM106041	Contig	Weizmannia agrestimuris	99.35	3275460
GCF_014646055.1	ASM1464605v1	Contig	Wenjunlia tyrosinilytica	99.24	8492734
GCF_000380165.1	ASM38016v1	Scaffold	Wenjunlia vitaminophila DSM 41686	96.21	6429887
GCF_014645075.1	ASM1464507v1	Contig	Wenxinia marina	99.54	4174507
GCF_900141735.1	IMG-taxon 2695421046 annotated assembly	Contig	Wenxinia saemankumensis	99.39	3577582
GCF_011927765.1	ASM1192776v1	Scaffold	Wenyingzhuangia aestuarii	98.22	3526759
GCF_001697185.1	ASM169718v1	Complete Genome	Wenyingzhuangia fucanilytica	97.9	3427057
GCF_011762155.1	ASM1176215v1	Scaffold	Wenyingzhuangia heitensis	97.41	3668833
GCF_900130035.1	IMG-taxon 2695421042 annotated assembly	Scaffold	Wenyingzhuangia marina	97.9	3242070
GCF_010499265.1	ASM1049926v1	Scaffold	Wenzhouxiangella limi	89.93	3348589
GCF_001187785.1	ASM118778v1	Complete Genome	Wenzhouxiangella marina	90.08	3675202
GCF_003410055.1	ASM341005v1	Contig	Wenzhouxiangella sediminis	88.2	3506010
GCF_022354425.1	ASM2235442v1	Complete Genome	Wielerella bovis	97.09	2339861
GCF_024171765.1	ASM2417176v1	Scaffold	Williamsia deligens	97.6	4410574
GCF_000964005.1	WiARP1.0	Contig	Williamsia herbipolensis	97.64	4744957
GCF_003217475.1	ASM321747v1	Scaffold	Williamsia limnetica	98.67	6353494
GCF_003096955.1	ASM309695v1	Scaffold	Williamsia marianensis	99.23	5569331
GCF_024171815.1	ASM2417181v1	Contig	Williamsia maris	97.88	4931535
GCF_003634525.1	ASM363452v1	Contig	Williamsia muralis	99.23	5401534
GCF_014635305.1	ASM1463530v1	Contig	Williamsia phyllosphaerae	97.77	4809572
GCF_024171725.1	ASM2417172v1	Scaffold	Williamsia serinedens	97.17	4636441
GCF_017377795.1	ASM1737779v1	Contig	Williamsia soli	98.33	6072852
GCF_900156495.1	IMG-taxon 2681812929 annotated assembly	Scaffold	Williamsia sterculiae	97.96	4441008
GCF_000518285.1	ASM51828v1	Scaffold	Williamsoniiplasma lucivorax ATCC 49196	99.17	1103092
GCF_002803985.1	ASM280398v1	Complete Genome	Williamsoniiplasma luminosum	99.34	1031560
GCF_002804005.1	ASM280400v1	Complete Genome	Williamsoniiplasma somnilux	99.74	868413
GCF_900096565.1	IMG-taxon 2654588148 annotated assembly	Scaffold	Williamwhitmania taraxaci	97.57	4154490
GCF_002860625.1	ASM286062v1	Contig	Winkia neuii	97.69	2404759
GCF_005869935.1	ASM586993v1	Contig	Winogradskyella algicola	100	3364498
GCF_003337305.1	ASM333730v1	Scaffold	Winogradskyella arenosi	100	3675157
GCF_002266855.1	ASM226685v1	Contig	Winogradskyella aurantia	99.68	3203946
GCF_003362725.1	ASM336272v1	Contig	Winogradskyella aurantiaca	100	3102160
GCF_013403865.1	ASM1340386v1	Contig	Winogradskyella costae	100	4127777
GCF_014284085.1	ASM1428408v1	Contig	Winogradskyella echinorum	98.87	3784537
GCF_013249045.1	ASM1324904v1	Contig	Winogradskyella eckloniae	99.68	3693758
GCF_009741275.1	ASM974127v1	Contig	Winogradskyella endarachnes	99.35	3609432
GCF_003217215.1	ASM321721v1	Scaffold	Winogradskyella epiphytica	100	3378934
GCF_003386165.1	ASM338616v1	Scaffold	Winogradskyella eximia	100	4242526
GCF_947498035.1	4-2103-3Z.fasta	Contig	Winogradskyella flava	99.68	4016902
GCF_013394595.1	ASM1339459v1	Complete Genome	Winogradskyella forsetii	100	4512651
GCF_014635865.1	ASM1463586v1	Contig	Winogradskyella haliclonae	99.68	3051701
GCF_013394675.1	ASM1339467v1	Complete Genome	Winogradskyella helgolandensis	100	4533039
GCF_900129745.1	IMG-taxon 2695420983 annotated assembly	Contig	Winogradskyella jejuensis	99.35	3033897
GCF_013249065.1	ASM1324906v1	Contig	Winogradskyella litoriviva	99.68	3888081
GCF_013403985.1	ASM1340398v1	Contig	Winogradskyella ludwigii	100	4008075
GCF_019203985.1	ASM1920398v1	Contig	Winogradskyella luteola	97.68	3532486
GCF_015645385.1	ASM1564538v1	Contig	Winogradskyella marina	100	3986041
GCF_009709615.1	ASM970961v1	Contig	Winogradskyella ouciana	97.67	3569541
GCF_003386275.1	ASM338627v1	Scaffold	Winogradskyella pacifica	100	4285759
GCF_000427335.1	WiPs1.0	Contig	Winogradskyella psychrotolerans RS-3	88.21	4337031
GCF_013394655.1	ASM1339465v1	Complete Genome	Winogradskyella schleiferi	100	4560973
GCF_900105425.1	IMG-taxon 2630968293 annotated assembly	Chromosome	Winogradskyella sediminis	100	3688445
GCF_003260205.1	ASM326020v1	Contig	Winogradskyella tangerina	99.68	3517112
GCF_900099995.1	IMG-taxon 2634166307 annotated assembly	Scaffold	Winogradskyella thalassocola	100	4573152
GCF_013404055.1	ASM1340405v1	Contig	Winogradskyella undariae	100	4093975
GCF_013403975.1	ASM1340397v1	Contig	Winogradskyella ursingii	100	3480135
GCF_013403955.1	ASM1340395v1	Contig	Winogradskyella vidalii	100	4331412
GCF_004346845.1	ASM434684v1	Scaffold	Winogradskyella wandonensis	99.35	2958316
GCF_013403925.1	ASM1340392v1	Contig	Winogradskyella wichelsiae	100	3902269
GCF_025527015.1	ASM2552701v1	Contig	Winslowiella arboricola	100	5255834
GCF_001267535.1	ASM126753v1	Scaffold	Winslowiella iniecta	100	4783533
GCF_017875465.1	ASM1787546v1	Contig	Winslowiella toletana	100	5299050
GCF_021728535.1	ASM2172853v1	Scaffold	Wocania arenilitoris	96.44	3491608
GCF_000789235.1	ASM78923v1	Scaffold	Wocania ichthyoenteri Th78	99.57	3953230
GCF_001677435.1	ASM167743v1	Complete Genome	Woeseia oceani	97.99	4059891
GCF_002252325.1	ASM225232v1	Contig	Wohlfahrtiimonas chitiniclastica	98.91	2136105
GCF_002006755.1	ASM200675v1	Contig	Wohlfahrtiimonas larvae	85.98	2508596
GCF_002006795.1	ASM200679v1	Contig	Wohlfahrtiimonas populi	90.41	2776041
GCF_947250015.1	idAcrOrbc1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Acrocera orbiculus	97.94	1383045
GCF_947250785.1	iyAncNigr1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Ancistrocerus nigricornis	99.09	1265149
GCF_947251765.1	iyAndDors1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Andrena dorsata	98	1366844
GCF_947250565.1	iyAndHaem1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Andrena haemorrhoa	99.09	1494005
GCF_947179565.1	iyAndHatt1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group A) of Andrena hattorfiana	94.64	1409226
GCF_947251545.1	idAnoPurm1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Anomoia purmunda	98.73	1485790
GCF_947251795.1	iyAnoNige1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Anoplius nigerrimus	99.09	1345805
GCF_947251615.1	icApoCory1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Apoderus coryli	98.12	1535196
GCF_947251645.1	idBibMarc1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Bibio marci	98.12	1355351
GCF_947251895.1	idBomMajo1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Bombylius major	99.09	1556586
GCF_947251935.1	ilCalPalu1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Calamotropha paludella	99.45	1594315
GCF_947250625.1	idCheSoro1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Cheilosia soror	99.45	1368130
GCF_947251955.1	idCorMarg1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Coremacera marginata	99.09	1387347
GCF_947179475.1	ilCydSple1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group A) of Cydia splendana	98.12	1446399
GCF_947251695.1	iyEctCont1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Ectemnius continuus	99.09	1299221
GCF_947250805.1	ilEndFlam1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Endotricha flammealis	99.09	1691858
GCF_947251775.1	ilEpaGrot1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group A) of Epagoge grotiana	98.12	1781589
GCF_947251475.1	ilEpiAlte1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Epirrhoe alternata	98.73	1197405
GCF_947251435.1	idEpiGros1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group A) of Epistrophe grossularia	99.09	1367569
GCF_947251595.1	ilEupTrip1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Eupithecia tripunctaria	98.73	1478719
GCF_947250765.1	idGymRotn1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Gymnosoma rotundatum	98.36	1431527
GCF_947251915.1	iyHylComm1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Hylaeus communis	98.36	1526905
GCF_947251635.1	ihIcePurc2.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Icerya purchasi	98.73	1372034
GCF_947251945.1	iyLasLatv2.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Lasioglossum lativentre	99.09	1306351
GCF_947179405.1	iyLasMala1.Wolbachia_sp_2.1	Contig	Wolbachia endosymbiont (group A) of Lasioglossum malachurum	99.09	1363507
GCF_947250585.1	iyLasMori1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Lasioglossum morio	98.73	1282687
GCF_947251555.1	iyMacEuro1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Macropis europaea	98.73	1439111
GCF_947251675.1	idMerWest1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Merzomyia westermanni	98.73	1295457
GCF_947250795.1	iyNomFabr1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Nomada fabriciana	99.09	1438975
GCF_947250505.1	ilPhaBuce1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Phalera bucephala	98.36	1271809
GCF_947251565.1	ilPheGnom1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Pheosia gnoma	99.09	1353731
GCF_947251755.1	icPhiCogn1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Philonthus cognatus	98.36	1811323
GCF_947179415.1	idPlaAlba1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group A) of Platycheirus albimanus	98.36	1174337
GCF_947251425.1	idProAzur1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Protocalliphora azurea	99.09	1434285
GCF_947250775.1	icRhiConi1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Rhinocyllus conicus	98	1703908
GCF_947251485.1	iyScaNigr1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Scambus nigricans	97.39	1150902
GCF_947251515.1	idSicFerr1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Sicus ferrugineus	98.73	1273940
GCF_947250735.1	idSphTaen1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Sphaerophoria taeniata	98	1354582
GCF_947179545.1	iySphEphi1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group A) of Sphecodes ephippius	98.36	1317045
GCF_947251965.1	iySphMoni1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group A) of Sphecodes monilicornis	98.73	1141922
GCF_947250715.1	ioSymStri1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Sympetrum striolatum	98	1516596
GCF_947251725.1	iyTipFemo1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Tiphia femorata	97.27	1330165
GCF_947251665.1	iyTryClav1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Trypoxylon clavicerum	97.45	1287268
GCF_947179175.1	idVolInfl1.Wolbachia_sp_2.1	Contig	Wolbachia endosymbiont (group A) of Volucella inflata	99.45	1346192
GCF_947251575.1	ilYpoPlub1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group A) of Yponomeuta plumbellus	99.09	1418562
GCF_947250755.1	ilAgrStra1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Agriphila straminella	99.09	1856316
GCF_947179465.1	ilAgrTris1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Agriphila tristella	99.45	1312870
GCF_947250485.1	ilApoCrat1.Wolbachia_sp_1.1	Chromosome	Wolbachia endosymbiont (group B) of Aporia crataegi	99.09	1310109
GCF_947250475.1	ilApoBetu1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Apotomis betuletana	99.09	1635810
GCF_947251835.1	ilApoTurb1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Apotomis turbidana	98.73	1525755
GCF_947250705.1	ilArcPodn1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Archips podanus	98.73	1806406
GCF_947179385.1	ilAriAges1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Aricia agestis	98.73	1562496
GCF_947251845.1	iyAthCord1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Athalia cordata	99.09	1345841
GCF_947250595.1	ilCamMarg1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Campaea margaritaria	99.45	1507681
GCF_947251825.1	ilCamBiln1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Camptogramma bilineatum	98.36	1668205
GCF_947179375.1	ilCarQuer1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Carcina quercana	99.09	1572160
GCF_947250515.1	ilCatPine1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Catoptria pinella	98.73	1667356
GCF_947251805.1	ilCelArgi3.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Celastrina argiolus	99.45	1329046
GCF_947179555.1	iqChoBrun1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Chorthippus brunneus	99.09	2013544
GCF_947251815.1	iqChoPara1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Chorthippus parallelus	98.73	1748465
GCF_947250525.1	ilColCroc2.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Colias croceus	98.73	1396841
GCF_947179505.1	iyDolMedi1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Dolichovespula media	98.73	1685384
GCF_947251605.1	ilEmmMono1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Emmelina monodactyla	99.45	1385742
GCF_947251735.1	ilEndFlam1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group B) of Endotricha flammealis	98.73	1747616
GCF_947250575.1	idEpiBalt1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Episyrphus balteatus	99.45	1402288
GCF_947179575.1	ilEreLige1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Erebia ligea	97.91	1520330
GCF_947250545.1	ilEryTage1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Erynnis tages	98.73	1532960
GCF_947250645.1	ilEucCana1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Eucosma cana	99.09	1407591
GCF_947250695.1	idEupLati1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Eupeodes latifasciatus	99.45	1274269
GCF_947250535.1	ilEupAuri1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Euphydryas aurinia	99.45	1802477
GCF_947251975.1	ilHylFasc1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Hylaea fasciaria	99.45	1307821
GCF_947179535.1	ilIdaAver1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Idaea aversata	98.73	1828658
GCF_947251585.1	ioIscEleg1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Ischnura elegans	98.36	2192297
GCF_947179455.1	ilLepSina1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Leptidea sinapis	99.09	1438040
GCF_947251875.1	ilLycPhla1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Lycaena phlaeas	99.09	1312310
GCF_947251465.1	idMelMell2.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Melanostoma mellinum	99.09	1875946
GCF_947250465.1	ilPolCalb1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group B) of Nymphalis c-album	99.09	1236246
GCF_947179425.1	ilOchSylv3.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Ochlodes sylvanus	99.09	1713863
GCF_947251495.1	ilPamFasc1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Pammene fasciana	98.73	1266982
GCF_947179145.1	ilPanCinn1.Wolbachia_sp_1.1	Contig	Wolbachia endosymbiont (group B) of Pandemis cinnamomeana	99.09	1779235
GCF_947250555.1	ilPanCory1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Pandemis corylana	99.45	1510263
GCF_947250635.1	ilParStra1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Parapoynx stratiotata	99.09	1545408
GCF_947250725.1	ilParAegt1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Pararge aegeria	99.45	1332905
GCF_947251625.1	ilPhaBuce1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group B) of Phalera bucephala	99.45	1358027
GCF_947251655.1	ilPheTrem1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Pheosia tremula	99.45	1268782
GCF_947179345.1	icPhiCogn1.Wolbachia_sp_2.1	Contig	Wolbachia endosymbiont (group B) of Philonthus cognatus	99.45	1680410
GCF_947250745.1	ilPolIcar1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Polyommatus icarus	98.73	1574132
GCF_947251865.1	idProAzur1.Wolbachia_sp_2.1	Complete Genome	Wolbachia endosymbiont (group B) of Protocalliphora azurea	99.45	1550351
GCF_947250605.1	ilPyrMalv3.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Pyrgus malvae	99.09	1544873
GCF_947250615.1	ilRhoNaev1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Rhopobota naevana	99.09	1771989
GCF_947179355.1	idSphTaen1.Wolbachia_sp_2.1	Contig	Wolbachia endosymbiont (group B) of Sphaerophoria taeniata	99.09	1627501
GCF_947251505.1	ilThySylv1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Thymelicus sylvestris	99.45	1286255
GCF_947250655.1	ilWatBina1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Watsonalla binaria	99.45	1651335
GCF_947250675.1	ilXesCnig1.Wolbachia_sp_1.1	Complete Genome	Wolbachia endosymbiont (group B) of Xestia c-nigrum	99.45	1372377
GCF_017896245.1	ASM1789624v1	Complete Genome	Wolbachia endosymbiont of Aedes aegypti	99.09	1267786
GCF_024804185.1	ASM2480418v1	Complete Genome	Wolbachia endosymbiont of Aedes albopictus	99.09	1226577
GCF_018491735.2	ASM1849173v2	Complete Genome	Wolbachia endosymbiont of Anopheles demeilloni	99.09	1231247
GCF_001027565.1	ASM102756v1	Contig	Wolbachia endosymbiont of Armadillidium vulgare str. wVulC	97.21	1663741
GCF_013309895.1	ASM1330989v1	Contig	Wolbachia endosymbiont of Atemnus politus	82.08	1404177
GCF_003999585.1	ASM399958v1	Chromosome	Wolbachia endosymbiont of Bemisia tabaci	93.36	1306495
GCF_012030695.1	ASM1203069v1	Complete Genome	Wolbachia endosymbiont of Brugia pahangi	97.76	1072967
GCF_902713635.1	WoCaobscurior_wCobs-BR2009-alpha_v1.0	Scaffold	Wolbachia endosymbiont of Cardiocondyla obscurior	99.09	1194983
